genf2w
0
0
1000
32 3 ccb06f34 1 2 389c0092 2 a95582e9 0
32 3 ccb06f34 1 2 d19c4eb9 2 2c813d3a 0
32 3 ccb06f34 1 2 9766bc4c 1 ac347487 0
32 3 ccb06f34 1 2 108bf90d 1 dbd49a52 0
32 3 ccb06f34 1 2 8a2d7d71 1 45fc01ca 0
32 3 ccb06f34 1 2 4c4f7809 1 24e4c8c9 0
32 3 ccb06f34 1 2 73182a06 1 822c3228 0
32 3 ccb06f34 1 2 68d17367 2 c8c2517 0
32 3 ccb06f34 1 2 b5cf4f1f 1 c34f9c02 0
32 3 ccb06f34 1 2 2c1029da 1 b41756f 0
32 3 ccb06f34 1 2 b8b29c9 2 482dec80 0
32 3 ccb06f34 1 2 48f6c91a 2 c399eec9 0
32 3 ccb06f34 1 2 b87694cd 2 e00b3eaf 0
32 3 ccb06f34 1 2 ef3eddf9 2 b2575ff2 0
32 3 ccb06f34 1 2 ffd1a973 1 5101059d 0
32 3 ccb06f34 1 2 707fd749 1 bc3c6425 0
32 3 ccb06f34 1 2 5c457db6 1 536ac792 0
32 3 ccb06f34 1 2 d2db6dd4 2 5c5db7e0 0
32 3 ccb06f34 1 2 c421d98a 2 703f679b 0
32 3 ccb06f34 1 2 5501cae3 2 5b72c7d6 0
32 3 ccb06f34 1 2 d1536059 1 3806fcc3 0
32 3 ccb06f34 1 2 efb1c09d 2 86537f94 0
32 3 ccb06f34 1 2 3f3c0359 2 6e577939 0
32 3 ccb06f34 1 2 796ed470 1 dcd51429 0
32 3 ccb06f34 1 2 2a185bdc 2 ece5d32d 0
32 3 ccb06f34 1 2 34d11b37 2 5422679f 0
32 3 ccb06f34 1 2 539eff90 2 2b5bcaf1 0
32 3 ccb06f34 1 2 b631662f 1 8d5c9162 0
32 3 ccb06f34 1 2 7a8632b2 1 37697b5c 0
32 3 ccb06f34 1 2 9b88a730 2 806cd971 0
32 3 ccb06f34 1 2 47758afd 2 83b9728e 0
32 3 ccb06f34 1 2 d790e0ea 1 54b8d9c3 0
32 3 ccb06f34 1 2 d4f998d4 1 9cd0e77e 0
32 3 ccb06f34 1 2 922867e3 2 d62e1284 0
32 3 ccb06f34 1 2 9eead464 2 e3cbb594 0
32 3 ccb06f34 1 2 eda0feaf 2 f0d27e1d 0
32 3 ccb06f34 1 2 c22b204d 2 bb974165 0
32 3 ccb06f34 1 2 4aa7ee7d 1 a1ef257a 0
32 3 ccb06f34 1 2 555bd463 1 b751c3a7 0
32 3 ccb06f34 1 2 5923f5ba 1 34cd6d9b 0
32 3 ccb06f34 1 2 3231fc09 1 fe7be702 0
32 3 ccb06f34 1 2 a8a47ddd 2 aa882e7d 0
32 3 ccb06f34 1 2 d33a1f22 2 1b0608bb 0
32 3 ccb06f34 1 2 1be6afd8 1 716deff3 0
32 3 ccb06f34 1 2 75eb1d3d 1 196f8c2c 0
32 3 ccb06f34 1 2 c2a1ca64 1 585cf1b5 0
32 3 ccb06f34 1 2 f4b6cda8 2 597fe96a 0
32 3 ccb06f34 1 2 216b3804 2 fc83bea7 0
32 3 ccb06f34 1 2 8cc2fe2 2 98921e8b 0
32 3 ccb06f34 1 2 a5e9cd14 2 91dddf4a 0
32 3 ccb06f34 1 2 40d22d2b 1 9a2fb4a1 0
32 3 ccb06f34 1 2 426abc13 2 427429dd 0
32 3 ccb06f34 1 2 956720c3 1 ba23edc8 0
32 3 ccb06f34 1 2 f69cb623 1 9d5a9281 0
32 3 ccb06f34 1 2 b26e1f15 1 61124a48 0
32 3 ccb06f34 1 2 5419ea12 2 627978f6 0
32 3 ccb06f34 1 2 d8db2985 1 cd0450af 0
32 3 ccb06f34 1 2 c615f4b6 1 960f26c9 0
32 3 ccb06f34 1 2 dab87cbe 2 e2f5fd8d 0
32 3 ccb06f34 1 2 fe8c2357 1 6d8a1e47 0
32 3 ccb06f34 1 2 6ae3ccb5 1 748ffe89 0
32 3 ccb06f34 1 2 ba7cea5a 1 f095b953 0
32 3 ccb06f34 1 2 9667c235 2 35b4435c 0
32 3 ccb06f34 1 2 2649b8e9 1 2e2aa900 0
32 3 ccb06f34 1 2 b9ac85bd 1 5e583149 0
32 3 ccb06f34 1 2 23f250ce 1 ee08c62e 0
32 3 ccb06f34 1 2 dff58e26 2 1ca693ab 0
32 3 ccb06f34 1 2 cc79fcae 1 438b166d 0
32 3 ccb06f34 1 2 64a28519 1 ff84c512 0
32 3 ccb06f34 1 2 2433a054 1 5329d4cc 0
32 3 ccb06f34 1 2 46feebc8 1 9c4cc606 0
32 3 ccb06f34 1 2 af1a66ed 2 52d70dea 0
32 3 ccb06f34 1 2 8ca8856d 1 93c5742a 0
32 3 ccb06f34 1 2 45824dbd 2 29c39b95 0
32 3 ccb06f34 1 2 586c8ac9 2 cb038554 0
32 3 ccb06f34 1 2 5dbb656e 2 8a4dd5de 0
32 3 ccb06f34 1 2 1a01bc95 2 1108284b 0
32 3 ccb06f34 1 2 a6348c5c 2 6213eb3b 0
32 3 ccb06f34 1 2 49cadb76 1 6e57b34b 0
32 3 ccb06f34 1 2 616d1279 1 56357939 0
32 3 ccb06f34 1 2 5f71c20 2 5297cdf3 0
32 3 ccb06f34 1 2 653f75a7 2 ceb7121d 0
32 3 ccb06f34 1 2 c573836d 1 95f29f55 0
32 3 ccb06f34 1 2 c05a1bb1 2 c21dc456 0
32 3 ccb06f34 1 2 8b6ef910 2 8df07e8f 0
32 3 ccb06f34 1 2 7d5a95ee 2 b02a851e 0
32 3 ccb06f34 1 2 423d4123 1 49ad6ab3 0
32 3 ccb06f34 1 2 af736ae9 2 b65b02ce 0
32 3 ccb06f34 1 2 71ed17a2 2 bf0403a5 0
32 3 ccb06f34 1 2 d1f8d62c 2 2bfb233b 0
32 3 ccb06f34 1 2 d9c87e3a 1 2800d47 0
32 3 ccb06f34 1 2 ed660206 1 c05eebb8 0
32 3 ccb06f34 1 2 c8a1162e 2 3b7a2ea4 0
32 3 ccb06f34 1 2 69328245 2 ea287248 0
32 3 ccb06f34 1 2 6b05ccfd 1 52f65f98 0
